user_id,mutant_id,time_taken,status,decision,explanation,created_at,updated_at,,maybe,no,yes,label_count,majority_decision,Maybe/No/Yes
55,384,22,SUBMITTED,yes,"The original code sets shiftCount to 0 when mask is 0, while the mutant code sets shiftCount to the number of leading zeros in the mask.  It modifies the calculation of shiftCount when mask is equal to 0 and introduces a different behavior that deviates from the original code's functionality.Thus, the mutant is buggy",6/26/2024 3:46,6/26/2024 3:46,0,0,0,4,4,yes,0/0/4
40,384,4,SUBMITTED,yes,"The mutated code will produce different output as of the original code. In the mutated code, when the mask is 0, the shiftCount is detered by the number of leading zeros (which by using Integer.numberOfLeadingZeros(0) outputs 32), whereas in the original code, it is always set to 0 in this case. Therefore, the mutated code produces a different output compared to the original code when the input mask is 0.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,4,4,yes,0/0/4
31,384,15,SUBMITTED,yes,"If mask = 0, in the original code, shiftCount is assigned to 0, but in the mutant code, it is assigned to 32, the number of zeros until we encounter a one. Please note that Integer.numberOfLeadingZeros(mask) = 32, as specified in the source code. Hence, the mutant code changes the code’s output and behavior.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,4,4,yes,0/0/4
3,384,5,SUBMITTED,yes,"In the modified code, when the mask == 0, shiftCount will be 32 instead of 0 in the original code.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,4,4,yes,0/0/4
28,388,5,SUBMITTED,no,as both are assigning the ```this.daemon``` to the value of the passed argument final boolean daemon,6/26/2024 3:46,6/26/2024 3:46,0,0,2,0,2,no,0/2/0
80,388,2,SUBMITTED,no,"The original code assigns the boolean value of the passed argument “daemon” in the objects local variable of the same name. For this, it uses “Boolean.valueOf()” which can be termed as an unnecessary way to do so. It can be simplified via assigning the parameter boolean variable directly to the local variable. This is exactly what the mutant version implements. So I think this is not a bug in the traditional sense, it just an optimization of the older version of the code that produces the same result as before.",6/26/2024 3:46,6/26/2024 3:46,0,0,2,0,2,no,0/2/0
14,395,4,SUBMITTED,yes,Creates an infinite loop,6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
63,395,5,SUBMITTED,yes,The mutant is a bug as it creates an infinite while-loop inside the given method and does not even contain a return statement.,6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
102,397,10,SUBMITTED,yes,"The mutated code does not give the same deterministic output as the original code. The reason is that the original code uses float precision for the addition, while the mutated code uses double precision, which can lead to different results due to the differences in precision and range between float and double. This change affects the precision of the arithmetic operation and can lead to different outcomes.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
99,397,6,SUBMITTED,yes,"Float: 32-bit IEEE 754 floating point whereas,  Double: 64-bit IEEE 754 floating point. It has a larger range and greater precision than float. hence, may affect the result due to higher precision before casting back to float.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
30,398,10,SUBMITTED,no,"NaN is the only value for which the equality comparison with itself evaluates to false. As a result, both the original code and the mutated code check whether the float value is the special NaN value. And if the value is NaN, both codes will return true, if not, both codes will return false.",6/26/2024 3:46,6/26/2024 3:46,0,0,2,0,2,no,0/2/0
99,398,6,SUBMITTED,no,"Both are checking whether value is NaN or not, a value is NaN when it is not equal to itself . hence both are correct",6/26/2024 3:46,6/26/2024 3:46,0,0,2,0,2,no,0/2/0
6,399,11,SUBMITTED,yes,the method subtracts the current value of this.value and assigns the result to this.value.,6/26/2024 3:46,6/26/2024 3:46,0,0,0,3,3,yes,0/0/3
104,399,5,SUBMITTED,yes,original has value this.value - operand.doubleValue(),6/26/2024 3:46,6/26/2024 3:46,0,0,0,3,3,yes,0/0/3
57,399,5,SUBMITTED,yes,The mutant replaces x -= y with x = y - x.  The mutant behaves differently when x is not equal to y.,6/26/2024 3:46,6/26/2024 3:46,0,0,0,3,3,yes,0/0/3
94,400,30,SUBMITTED,yes,The reversed order of subtraction can potentially lead to differing results if different values are passed to 'operand' during method calling.,6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
11,400,2,SUBMITTED,yes,The output will be with an inverse sign. the code should be  this.value = this.value - operand.floatValue(),6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
3,406,5,SUBMITTED,no,"In the modified code, the byte is first converted to string and then again to byte. While it might cause some performace issue, it will behave exactly the same.",6/26/2024 3:46,6/26/2024 3:46,0,0,2,0,2,no,0/2/0
85,406,2,SUBMITTED,no,syntactic change,6/26/2024 3:46,6/26/2024 3:46,0,0,2,0,2,no,0/2/0
27,407,3,SUBMITTED,yes,"The mutant code is buggy because altering the method to return the square of the value instead of the decremented value itself changes the expected output and behavior of the method, diverging from its original purpose of simply decrementing and returning the new value.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
80,407,2,SUBMITTED,yes,"The original decrementAndGet() function decreases the value of the variable “value” by 1 and then returns the decreased value. Although the modified mutated decrementAndGet() function decreases the “value” variable correctly, it returns the square of the decreased variable instead. For example, given the value 2, the mutant should have returned 1, rather it returns 4. Hence, it is not correct as before.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
81,408,15,SUBMITTED,yes,"In the original code, if a non-numerical value is entered, the program will probably crash while in the mutant one, the exception is caught within the constructor, and the application continues to run smoothly without crashing, and a MutableInt object is created with a value of 0.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
91,408,7,SUBMITTED,yes,"In the original code is a NumberFormatException was found it would have been thrown, but in the mutant code it just returns that the value is 0.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
94,409,30,SUBMITTED,yes,"While the mutant code handles the NullException better, it doesn't check for whitespaces or empty strings and will throw a NullExceptionPointer if either are passed during method calling",6/26/2024 3:46,6/26/2024 3:46,0,0,1,2,3,yes,0/1/2
69,409,4,SUBMITTED,yes,Mutant wont throw NumberFormatException if null string is passed. We are expecting the function to throw this error in the original code,6/26/2024 3:46,6/26/2024 3:46,0,0,1,2,3,yes,0/1/2
12,409,3,SUBMITTED,no,improves upon original code by handling test case of no string being passed,6/26/2024 3:46,6/26/2024 3:46,0,0,1,2,3,yes,0/1/2
29,412,2,SUBMITTED,yes,"Mutated code contains bug simply because the ""this.value -= operand"" which is equivalent to ""this.value = this.value - operand"" (original code) is nonequivalent to ""this.value = operand - this.value"" (mutated code).",6/26/2024 3:46,6/26/2024 3:46,0,0,0,3,3,yes,0/0/3
76,412,12,SUBMITTED,yes,"The original code subtracts the operand from this.value, while the mutated version subtracts the this.value from the operand, which results in a completely different output.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,3,3,yes,0/0/3
94,412,30,SUBMITTED,yes,"The order of subtraction is reversed compared to the original code, which could lead to different results if different values were assigned to 'operand'",6/26/2024 3:46,6/26/2024 3:46,0,0,0,3,3,yes,0/0/3
79,414,2,SUBMITTED,yes,"In the original code, this.value += operand is used which is same as this.value = this.value + operand. But in case of mutant version, this.value = operand is used. So, unless this.value = 0, the mutant version will show different behavior from the original one. Therefore, the mutant is buggy here.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
4,414,1,SUBMITTED,yes,"In the first code, we increase value by operand. While in the second code, we make value = operand",6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
97,416,2,SUBMITTED,no,they both return empty arrays. the first one returns an immutable one while the second one n be changed,6/26/2024 3:46,6/26/2024 3:46,0,0,2,0,2,no,0/2/0
47,416,6,SUBMITTED,no,The initial utils would return the same object as defining a new one,6/26/2024 3:46,6/26/2024 3:46,0,0,2,0,2,no,0/2/0
72,417,5,SUBMITTED,no,"According to comment above snippet, ""The arguments may be passed in the order (,max) or (max,)"". The range object created will have the same imum and maximum.",6/26/2024 3:46,6/26/2024 3:46,0,0,2,1,3,no,0/2/1
63,417,5,SUBMITTED,yes,"Here, the ""of"" method in the mutant is calling the overloaded ""of"" method with the parameters in a swapped order (to, from instead of from, to). This changes the behavior of the code and hence, the mutant is a bug.",6/26/2024 3:46,6/26/2024 3:46,0,0,2,1,3,no,0/2/1
85,417,2,SUBMITTED,no,,6/26/2024 3:46,6/26/2024 3:46,0,0,2,1,3,no,0/2/1
93,418,7,SUBMITTED,yes,"In mutant code, constructor is called with different parameters.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
68,418,18,SUBMITTED,yes,value should be 0 in this case,6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
73,420,4,SUBMITTED,yes,The == operator in the mutated snippet compares the addresses of the object while in the original snippet equals method compares the values of the objects.,6/26/2024 3:46,6/26/2024 3:46,0,0,0,4,4,yes,0/0/4
12,420,3,SUBMITTED,yes,object.equals() compares only structure of object whereas == compares value stored in object,6/26/2024 3:46,6/26/2024 3:46,0,0,0,4,4,yes,0/0/4
103,420,6,SUBMITTED,yes,"The mutant is buggy because == checks if the references is the same while equals method checks if the contents are the same for the two objects. Depending on whether or not they have the same or different contents, or different references the answers will not always be the same.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,4,4,yes,0/0/4
25,420,2,SUBMITTED,yes,"The original code compares the values of the objects meanwhile the mutant code compares the memory location of the objects, which are not same for reference data types",6/26/2024 3:46,6/26/2024 3:46,0,0,0,4,4,yes,0/0/4
86,428,6,SUBMITTED,yes,“Generates a random long within 0 - Long.MAX_VALUE” - and Long._VALUE is below 0.,6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
51,428,15,SUBMITTED,yes,"from the comments it is inferred as the nextlong(n) accepts only postive bound, so taking long._value is not possible as it is a very small large magnitude negative number",6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
104,431,5,SUBMITTED,no,Mutant is written out version of function,6/26/2024 3:46,6/26/2024 3:46,0,0,2,0,2,no,0/2/0
4,431,1,SUBMITTED,no,I think function Objects.requireNonNull handles the exceptions as done be the conditions in the second code.,6/26/2024 3:46,6/26/2024 3:46,0,0,2,0,2,no,0/2/0
46,432,2,SUBMITTED,no,"In the original code, the 'requireNonNull' checks that the specified object reference is not null and throws a customized NullPointerException if it is. In the mutant code it only checks that the specified object reference is not null. It does not throw a customized NullPointerException, but a default one. The code will run just the same in both the conditions. Hence the mutant code is not buggy.",6/26/2024 3:46,6/26/2024 3:46,0,0,2,0,2,no,0/2/0
91,432,7,SUBMITTED,no,"Both mutant and original code will throw an exception when the inputed object is null, but the only difference is that the original will output ""set"" when the exception is thrown.",6/26/2024 3:46,6/26/2024 3:46,0,0,2,0,2,no,0/2/0
14,433,4,SUBMITTED,yes,return value of buggy code will be 1 more that the actual value due to addition,6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
77,433,3,SUBMITTED,yes,It attempts to return the hash code of bitSet plus 1 if bitSet is not null.,6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
31,436,15,SUBMITTED,yes,"Let’s see by the easiest example, these two codes are not equivalent. If we look at the nextDouble implementation, we see that the function can return at least the first parameter large. It’s no longer possible to generate a 0 out of this function, since Double._NORMAL is the smallest positive double value. Hence, the mutant code changes the code’s output and behavior.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
5,436,18,SUBMITTED,yes,"The mutant code has changed the behavior of the nextDouble method. In the original code, the method generates a random double between 0 and Double.MAX_VALUE. In the mutant code, the method generates a random double between Double._NORMAL and Double.MAX_VALUE.  Double._NORMAL is the smallest positive nonzero value of type double, which is greater than zero. This means that the range of possible values generated by the mutant code is slightly larger than the range of the original code.  This change in behavior could lead to unexpected results if the code calling nextDouble is not expecting to receive a value less than zero.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
32,442,20,SUBMITTED,yes,"In the original case, the method returns the same boolean value passed as an argument. But in the mutated case the method always returns true. This changes the output and the expected behaviour of the original code thus causing a bug.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,3,3,yes,0/0/3
7,442,15,SUBMITTED,yes,Any result will return true when performed logical OR operation with 'true'. It introduces bugs when the value is false because it returns true.,6/26/2024 3:46,6/26/2024 3:46,0,0,0,3,3,yes,0/0/3
14,442,4,SUBMITTED,yes,Buggy code always returns true,6/26/2024 3:46,6/26/2024 3:46,0,0,0,3,3,yes,0/0/3
79,444,2,SUBMITTED,no,"In the original case, Arrays.sort(array) is used which sorts the array in place. In the mutant version, the array is copied to another array ""sortedArray"" first and then sorted using Arrays.sort(sortedArray). Eventually both versions of the code do the same thing which is to sort the array. Therefore, there is no difference in code behavior and the mutant is not buggy.",6/26/2024 3:46,6/26/2024 3:46,0,0,1,2,3,yes,0/1/2
53,444,13,SUBMITTED,yes,"The code is supposed to sort the array in place , but the mutant creates a new array which is then sorted while leaving the initial array unsorted",6/26/2024 3:46,6/26/2024 3:46,0,0,1,2,3,yes,0/1/2
15,444,4,SUBMITTED,yes,"In the original code, the sorting occurs in place, while in the mutant, the sorting happens on a copy of the original array, so the original array stays unsorted",6/26/2024 3:46,6/26/2024 3:46,0,0,1,2,3,yes,0/1/2
38,452,1,SUBMITTED,yes,the mutant code replaces the multiply function with the add function but this defeats the purpose of the function which is to multiply two BigReal objects,6/26/2024 3:46,6/26/2024 3:46,0,0,0,4,4,yes,0/0/4
76,452,12,SUBMITTED,yes,"The mutant applies a new operation i.e division instead of multiplication, changing the result it returns completely",6/26/2024 3:46,6/26/2024 3:46,0,0,0,4,4,yes,0/0/4
23,452,4,SUBMITTED,yes,"As the operation type is changed from multiplication to addition, its a bug.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,4,4,yes,0/0/4
10,452,8,SUBMITTED,yes,"The mutant uses the add function of the BigDecimal class in Java for a function meant to multiply. Hence, for the same input, the original code would use the multiply function of the BigDecimal class and return the product, while the mutant would return the addition",6/26/2024 3:46,6/26/2024 3:46,0,0,0,4,4,yes,0/0/4
27,453,3,SUBMITTED,yes,"The mutated code is buggy that the mutated code attempts to access an array beyond its intended range by adding 1 to the “len” parameter, which could lead to accessing data outside the array bounds and potentially cause an “ArrayIndexOutOfBoundsException”.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,4,4,yes,0/0/4
62,453,6,SUBMITTED,yes,he mutant includes one extra character during BigDecimal creation which can lead to parsing errors if the input doesn't accommodate the additional character.,6/26/2024 3:46,6/26/2024 3:46,0,0,0,4,4,yes,0/0/4
89,453,19,SUBMITTED,yes,"Increasing the length by 1 increases the length of the slice to be analyzed. For example if the number was 1.5432, having an offset of 0 and length of 3 will return 1.5 whereas a length of 4 will return 1.54 .",6/26/2024 3:46,6/26/2024 3:46,0,0,0,4,4,yes,0/0/4
86,453,6,SUBMITTED,yes,len length of the array slice to analyze so len+1 can create segmentation faults.,6/26/2024 3:46,6/26/2024 3:46,0,0,0,4,4,yes,0/0/4
97,456,2,SUBMITTED,yes,They both return different numbers unless the interpolatedTime is null value of,6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
63,456,5,SUBMITTED,yes,"The mutant is a bug because the method, instead of simply returning the variable ""interpolatedTime"", is subtracting 1 from it and then returning the value.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
90,457,5,SUBMITTED,yes,"The edited code introduces a bug by doubling the value of interpolatedTime in the getInterpolatedTime() method. This modification alters the intended behavior by incorrectly scaling the time value, potentially leading to incorrect interpolations or results based on this time value.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
50,457,8,SUBMITTED,yes,The mutant code is multiplying the interPolatedTime by 2 before returning it,6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
79,458,2,SUBMITTED,yes,"In the original code, the hashcode is generated by multiplying the value to 31 and adding it to the key. But in the mutant version, the hashcode is generated by multiplying the key to 31 and additing it to the value. Therefore, certainly the hashcode will be different unless the key and the value are the same.",6/26/2024 3:46,6/26/2024 3:46,0,0,1,2,3,yes,0/1/2
20,458,13,SUBMITTED,yes,"In java and most programg languages multiplication has higher  Precedence over addition Therefore, In the original code 31 is multiplied by Arrays.hashCode(getKey()) and then added to  Double.hashCode(getValue().  Meanwhile, in the mutant code, 31 is multiplied by  Double.hashCode(getValue()) first and then added to Arrays.hashCode(getKey()) which will give totally new output.",6/26/2024 3:46,6/26/2024 3:46,0,0,1,2,3,yes,0/1/2
50,458,8,SUBMITTED,no,Both the original and mutant code will return same hashresult due to the choice 31 as the multiplier,6/26/2024 3:46,6/26/2024 3:46,0,0,1,2,3,yes,0/1/2
54,461,6,SUBMITTED,yes,"The mutant code always returns the first element of the values array, which in most cases isnt sufficient to calculate the geometric mean. Only when the array contains 1 element will this work, otherwise it wont. So its not reliable, hence, its buggy",6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
27,461,3,SUBMITTED,yes,"The mutant code is buggy because the geometric mean calculation to just return the first array element or “Double.NaN”, ignoring the correct mathematical process to compute the geometric mean, which significantly alters the expected outcome and provides incorrect results.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
64,462,8,SUBMITTED,yes,The function is changed as we are now adding NAN means undefined value.,6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
90,462,5,SUBMITTED,yes,"The edited code introduces a bug by incrementing with Double.NaN instead of the given value, which corrupts the calculation of geometric mean, making it always NaN.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
54,465,6,SUBMITTED,yes,"Adding (1) to the length would cause problems. As arrays are 0-indexed, adding an extra index will cause the ptr to go out of bounds, therefore, the mutant is buggy",6/26/2024 3:46,6/26/2024 3:46,0,0,0,3,3,yes,0/0/3
44,465,45,SUBMITTED,yes,"The buggy code is indeed buggy. In the original (mutant) code, the Std constructor takes an array inputDocument and calls another constructor with inputDocument, 0, and inputDocument.length + 1 as arguments.  In the buggy code, the Std constructor also takes an array inputDocument but calls another constructor with inputDocument, inputDocument.length, and 0 as arguments. This is a significant change in behavior from the original code, making the buggy code buggy. The original constructor should start at index 0 and go up to inputDocument.length + 1, not start at inputDocument.length and go to 0. So, yes, the buggy code is really buggy.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,3,3,yes,0/0/3
35,465,6,SUBMITTED,yes,The mutated code is trying to read more bytes than available,6/26/2024 3:46,6/26/2024 3:46,0,0,0,3,3,yes,0/0/3
24,467,3,SUBMITTED,yes,"The RHS code introduces a bug by using an uninitialized array element as the offset, causing incorrect data to be written.",6/26/2024 3:46,6/26/2024 3:46,0,1,0,2,3,yes,1/0/2
74,467,2,SUBMITTED,maybe,"Since I do not know the value of offset, so can't really tell",6/26/2024 3:46,6/26/2024 3:46,0,1,0,2,3,yes,1/0/2
39,467,3,SUBMITTED,yes,arr[1] is out of bound since the size of the array is only 1 and int arr is indexed from 0.,6/26/2024 3:46,6/26/2024 3:46,0,1,0,2,3,yes,1/0/2
25,468,2,SUBMITTED,yes,The method in the mutant version always returns -1 which is not the same as the behavior in the original code,6/26/2024 3:46,6/26/2024 3:46,0,0,1,2,3,yes,0/1/2
99,468,6,SUBMITTED,yes,"The mutated version introduces a significant bug because it completely bypasses the reading logic. By always returning -1, it prevents the method from ever reading data from _b or _in.",6/26/2024 3:46,6/26/2024 3:46,0,0,1,2,3,yes,0/1/2
77,468,3,SUBMITTED,no,Both are correct in which the mutant is suitable for scenarios where the stream is empty or has been fully read.,6/26/2024 3:46,6/26/2024 3:46,0,0,1,2,3,yes,0/1/2
100,470,3,SUBMITTED,yes,Need not always be false (_b and _in are independently supplied),6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
51,470,15,SUBMITTED,yes,as both _b=null and in.marksupported need to be zero always for the mutated too result the same as the correct one.,6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
18,471,3,SUBMITTED,yes,"Whether _in.markSupported returns depends on the Input Stream, therefore it can be false even though _b is null. Hence mutated version would return true even if it is meant to be false.",6/26/2024 3:46,6/26/2024 3:46,0,0,1,2,3,yes,0/1/2
35,471,6,SUBMITTED,yes,The _in.marksupported() can or cannot return true.,6/26/2024 3:46,6/26/2024 3:46,0,0,1,2,3,yes,0/1/2
60,471,8,SUBMITTED,no,_b is guaranteed to be not null due to the explicit constructor so it will return the same values.,6/26/2024 3:46,6/26/2024 3:46,0,0,1,2,3,yes,0/1/2
49,475,10,SUBMITTED,yes,- Buggy In the original code the value of k - K_ is left shifted by 1 before accessing the array element at this value. In the mutant the value of f k - K_ is left shifted by 1 and then 1 is added to it before accessing the array element at this value.Thus the mutant is buggy.,6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
45,475,30,SUBMITTED,yes,"It is a buggy mutant that changes the output of the code since ""+"" has higher precedence than ""<<"", the code will not be evaluated as expected.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
36,476,4,SUBMITTED,yes,In the original code a left shift operator is used along with the subtraction as compared to only a subtraction in the mutant which can return different values.,6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
76,476,12,SUBMITTED,yes,The original code accesses the elements that is twice the distance from (k-K_) but the modified mutation only accesses the (k-K_)th position without any offsetting.,6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
42,481,15,SUBMITTED,yes,it will write wrong length of array and put numbers in wrong positions,6/26/2024 3:46,6/26/2024 3:46,0,0,0,3,3,yes,0/0/3
90,481,5,SUBMITTED,yes,"The edited code introduces a bug by changing the third parameter to offset + length, likely leading to incorrect array element writing beyond the intended range, altering the method's intended behavior and causing errors.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,3,3,yes,0/0/3
73,481,4,SUBMITTED,yes,"In the mutated code, the value of length variable is changed from value of input parameter 'length' to sum of input parameters of method - 'offset' and 'length', thus changing snippet output.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,3,3,yes,0/0/3
21,483,6,SUBMITTED,yes,"The .lowercase() method changes the String to ""name"" instead of ""Name"" for example.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
103,483,6,SUBMITTED,yes,The mutant is buggy because the string could contain capital letters such as “Name” which would write the field name as “Name” while on the right it would write “name” since it turns the string into all lowercase,6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
28,484,5,SUBMITTED,yes,as the delegateCopyMethods == True then   this.delegateCopyMethods=false and this is the opposite from making this.delegateCopyMethods == delegateCopyMethods,6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
79,484,2,SUBMITTED,yes,"Here, initially delegateCopyMethods is false by default as it is an boolean. In the original code, class member variable delegateCopyMethods is set to the value of parameter delegateCopyMethods. That means, if delegateCopyMethods is true if the parameter is true otherwise it is false. But in case of the mutant method, the behavior is opposite where delegateCopyMethods is assigned to false when the parameter is true. Therefore, the mutant is buggy. It would be fine if the mutant code was like this,  	if (delegateCopyMethods) 		{this.delegateCopyMethods = true;}",6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
48,485,10,SUBMITTED,yes,"In the original code, its given that '_streamReadFeatures' is equal to itself and 'f.mappedFeature().getMask()'. However in the mutant, the value of the variable is '_streamReadFeatures + f.mappedFeature().getMask()', which could have a different value from that of the original code. Therefore the code is buggy.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
98,485,4,SUBMITTED,yes,"The variable is assigned its value according to bitwise and in the left side and  bitwise or in the right side, which will cause a different value to be stored to it in any case where both bytes have a 0.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
8,491,6,SUBMITTED,yes,"Here in the mutant code, there is change in _allowJDKTypeCtors parameter from “false” to “true”, this definitely change the output and behavior of the code.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
58,491,9,SUBMITTED,yes,"In the mutant code the allowJDKTypeCtors is set as true in this statement this(singleArgMode, false, false);  to allow JDK constructors. This will alter the behavior of the code hence its a bug.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
67,496,15,SUBMITTED,yes,"When i checked the configure function, it is clear that this mutant code is buggy actually, when we call it with the negated state.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
29,496,2,SUBMITTED,yes,"Since the mutated code passes different state (flipped state) to the ""_mapper.configure()"" than provided and the original code passes the unchanged state we can deduce that mutated code contains bug.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
25,498,2,SUBMITTED,yes,"The original code is passing a variable from a class that contains the value whether annotation processing is enabled, meanwhile the mutated code is referencing an unrelated variable",6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
8,498,6,SUBMITTED,yes,"As the method isAnnotationProcessingEnabled() suggest to check if Annotation is enabled or disabled, here in the mutant code, it is checking on the basis of Access-Modifiers instead of Annotation, this can lead to change of method logic hence producing bug.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
29,499,2,SUBMITTED,yes,"Assug that the original code is correct which implies that the ""_viewMatcher"" should be set to null only and only if the value of ""views"" is null, we can deduce that the mutated code contains bug because the value of ""_viewMatcher"" is set to null regardless of the value of the variable ""views"".",6/26/2024 3:46,6/26/2024 3:46,0,0,2,1,3,no,0/2/1
2,499,6,SUBMITTED,no,"The variable viewMatcher will be reassigned, and the initial assignment does not affect it.",6/26/2024 3:46,6/26/2024 3:46,0,0,2,1,3,no,0/2/1
65,499,12,SUBMITTED,no,"After constructing the '_viewMatcher' object with 'ViewMatcher.construct(views)', the next line '_viewMatcher.toString();' is calling the toString() method on the _viewMatcher object, but the result is not being used or assigned to anything. And after that _viewMatcher object is set to null so we have no significance for '_viewMatcher.toString();'.",6/26/2024 3:46,6/26/2024 3:46,0,0,2,1,3,no,0/2/1
99,501,6,SUBMITTED,no,"In Java, the logical AND operator (&&) has left-to-right associativity and the same precedence whether or not parentheses are used around individual conditions. Hence, both original and mutated code will be evaluated in the same way.",6/26/2024 3:46,6/26/2024 3:46,0,0,3,0,3,no,0/3/0
36,501,4,SUBMITTED,no,Due to short circuiting in Java only the left side operand is evaluated first irrespective of the usage of parenthesis.,6/26/2024 3:46,6/26/2024 3:46,0,0,3,0,3,no,0/3/0
47,501,6,SUBMITTED,no,The paranthesis has no effect in the mutant scenario.,6/26/2024 3:46,6/26/2024 3:46,0,0,3,0,3,no,0/3/0
72,504,5,SUBMITTED,no,"The object handled by the generator may not have any properties named as the empty string, but the function's output will contradict this.",6/26/2024 3:46,6/26/2024 3:46,0,0,2,0,2,no,0/2/0
40,504,4,SUBMITTED,no,"The mutated code will produce same output than the original code. The added condition name.equals("""") in the mutated code does not affect the behavior because it is part of a logical OR expression. The method will return true only if name is an empty string, and in that case, it will not evaluate the second part of the OR expression due to short-circuiting. If name is not an empty string, it will proceed to generator.isValidReferencePropertyName() as in the original code.",6/26/2024 3:46,6/26/2024 3:46,0,0,2,0,2,no,0/2/0
49,507,10,SUBMITTED,maybe,The codeline _referringProperties = new LinkedList<Referring>(); that is added to the mutant is making a change to a class variable _referringProperties (as denoted by the underscore before it). It is difficult to say if the 2 are logically equivalent without seeing the rest of the code.,6/26/2024 3:46,6/26/2024 3:46,0,1,1,2,4,yes,1/1/2002
30,507,10,SUBMITTED,yes,"The original code set _referringProperties to null, while with “_referringProperties = new LinkedList<Referring>();” in mutated code, the variable is assigned a reference to the newly created object, and it will not be null.",6/26/2024 3:46,6/26/2024 3:46,0,1,1,2,4,yes,1/1/2002
