user_id,mutant_id,time_taken,status,decision,explanation,created_at,updated_at,maybe,no,yes,label_count,majority_decision,Maybe/No/Yes
126,393,1,SUBMITTED,no,"In code 1, it directly returns the negation of the value variable.
While in code snippet 2, it assigns value to variable b before returning the negation of b.
The output for both code snippet will be same.",1.71915E+12,1.71915E+12,0,2,0,2,no,0/2/0
17,401,1,SUBMITTED,yes,Operation should be performed only once,1.7194E+12,1.7194E+12,0,0,2,2,yes,0/0/2
97,401,1,SUBMITTED,yes,the mutant subtracts the same variable twice,1.7191E+12,1.7191E+12,0,0,2,2,yes,0/0/2
123,402,20,SUBMITTED,no,"Both codes suceed in converting the input into a double, albeit in different ways. In the mutant code, it converts the input string to a long and then interprets the long value as the bit pattern of a double. Whereas in the original code, it directly converts the string to a double",1.71926E+12,1.71931E+12,0,2,0,2,no,0/2/0
97,402,2,SUBMITTED,no,It gives the same value as the 'longBitsToDouble()' method does not effect the double,1.71831E+12,1.71831E+12,0,2,0,2,no,0/2/0
126,404,1,SUBMITTED,yes,"Code snippet to the left first casts the value to an int, removing any fractional part if value is a floating-point number. It then adds 1 to the result of the cast and returns the new integer value. In contras, the code snippet to the left only cast the value to an int without adding any numerical whole number leading to an overall change in out on both ends.",1.71856E+12,1.71856E+12,0,0,2,2,yes,0/0/2
105,404,10,SUBMITTED,yes,"MutableDouble class's mutant version of the intValue method brings a notable behavioral change. The intValue function in the original class merely casts the value to an int while maintaining the numerical value as much as possible.

As is typical when casting a double to an int, this method should return the integer portion of the double value while discarding any fractional part.

However, the technique in the mutant version increases the cast result by 1. With this modification, the returned integer value is now increased by 1 each time intValue is called. Casting a double to an int is not the expected standard procedure, therefore this behavior is improper. Anywhere the intValue method is used, it will produce inaccurate results since the integer representation of the value is always off by 1.
For example, if value is 5.8, the original intValue would return 5, but the mutant would return 6. Also, if value is -3.1, the original intValue would return -3, but the mutant would return -2.",1.71875E+12,1.71875E+12,0,0,2,2,yes,0/0/2
14,410,2,SUBMITTED,yes,operand is assigned instead of being added,1.71923E+12,1.71923E+12,0,0,2,2,yes,0/0/2
116,410,10,SUBMITTED,yes,"the mutant code assigns the operand value to value, which is incorrect.",1.71927E+12,1.71927E+12,0,0,2,2,yes,0/0/2
133,413,9,SUBMITTED,yes,"changing value to null in the mutated case is a bug because given an instance when the value of the parameter ""value""  passed is not null, the overall behavior of the code changes.",1.71932E+12,1.71932E+12,0,0,2,2,yes,0/0/2
126,413,2,SUBMITTED,yes,"writeDeclaredStaticField() receives 4 argument in both code snippet. However, there's  difference  in the 3rd argument received on both ends. The 3rd argument for snippet 1 is value while for snippet 2 is null. These arguments significantly impacts the overall output of the code snippets leading to difference in output.",1.71919E+12,1.71919E+12,0,0,2,2,yes,0/0/2
11,421,7,SUBMITTED,yes,Adding the condition can make the function return false even the 2 arrays were equal and of length ==1,1.71923E+12,1.71923E+12,0,0,2,2,yes,0/0/2
120,421,2,SUBMITTED,yes,new conditional,1.71895E+12,1.71895E+12,0,0,2,2,yes,0/0/2
106,423,2,SUBMITTED,maybe,"This depends on whether the getSplitNanoTime() and/ or NANO_2_MILLIS is a double or int, cause if they are both integers then their quotient would result in an int with makes the mutant not buggy, but if one of them is a double then the result would differ from the original and mutant. making it buggy",1.71892E+12,1.71892E+12,2,0,0,2,maybe,2/0/0
127,423,3,SUBMITTED,maybe,"For the original code, the division result is first narrowed to an 'int', which could lead to truncation if the result exceeds the range of 'int' depending on the operating system.",1.71905E+12,1.71907E+12,2,0,0,2,maybe,2/0/0
120,425,1,SUBMITTED,yes,return changed,1.71902E+12,1.71902E+12,0,1,2,3,yes,0/1/2
105,425,5,SUBMITTED,no,"The pre-initialized constant 'EMPTY_ARRAY' is returned by the original 'emptyArray' method for the 'MutablePair' class. Because it avoids building a new array each time the method is invoked, this solution is efficient.

Each time the method is invoked in the mutant version,  return (MutablePair[]) new MutablePair[0];' is what is returned. This degrades efficiency since an unneeded array is created, but it has no effect on the method's accuracy or functionality. Therefore, there is no bug introduced by the mutation; the mutant version does not change the method's behavior or logical conclusion.",1.71926E+12,1.71926E+12,0,1,2,3,yes,0/1/2
14,425,2,SUBMITTED,yes,Returns new object each time instead of singleton,1.71888E+12,1.71888E+12,0,1,2,3,yes,0/1/2
126,426,3,SUBMITTED,yes,"Code snippet 1:
This statement casts EMPTY_ARRAY to an array of type MutablePair<L, R>[] and returns it

Code snippet 2:
Directly initializes a new array of MutablePair<L, R>[], ensuring type safety at compile time.
",1.71916E+12,1.71916E+12,0,1,2,3,yes,0/1/2
14,426,1,SUBMITTED,yes,Differant objects are returned,1.71925E+12,1.71925E+12,0,1,2,3,yes,0/1/2
97,426,1,SUBMITTED,no,both return an empty array,1.71825E+12,1.71829E+12,0,1,2,3,yes,0/1/2
66,427,15,SUBMITTED,no,output will be same of both mutnts,1.71896E+12,1.71897E+12,0,2,0,2,no,0/2/0
126,427,4,SUBMITTED,no,Both code snippets will produce an empty array those they do it slightly different.,1.71917E+12,1.71918E+12,0,2,0,2,no,0/2/0
12,429,2,SUBMITTED,no,Mutant code handles error (null value) while preserving original functionality as well,1.71895E+12,1.71895E+12,0,1,2,3,yes,0/1/2
125,429,6,SUBMITTED,yes,"The mutant code is buggy because it addresses the case where the pair is null and will return null, while in the original code, it relies on the ImmutablePair.of(pair) to handle the null case. Depending on the implementation it will handle the null or will throw a NullPointerException when pair is null while the mutant code will return null when pair is null.",1.71922E+12,1.71922E+12,0,1,2,3,yes,0/1/2
17,429,2,SUBMITTED,yes,Function expects a nullPair when pair is null not a null object,1.7192E+12,1.7192E+12,0,1,2,3,yes,0/1/2
11,434,2,SUBMITTED,yes,The mutant sets only the fromIndex and value,1.71915E+12,1.71915E+12,0,0,2,2,yes,0/0/2
17,434,1,SUBMITTED,yes,Second value in set overload should be toIndex not value,1.7194E+12,1.7194E+12,0,0,2,2,yes,0/0/2
23,440,2,SUBMITTED,yes,"According to the docstring, the range is 0 - Float.MAX_VALUE. But in mutant code the lower value is Float.MIN_Value which is incorrect. Hence the mutant is Buggy",1.71938E+12,1.71938E+12,0,0,3,3,yes,0/0/3
120,440,1,SUBMITTED,yes,function call value changed,1.71902E+12,1.71902E+12,0,0,3,3,yes,0/0/3
123,440,4,SUBMITTED,yes,"The mutant code uses MIN VALUE instead of 0, and the min value is the smallest positive nonzero value of type float, 2-149
So both codes aren't equivalent ",1.71857E+12,1.71857E+12,0,0,3,3,yes,0/0/3
97,441,1,SUBMITTED,yes,The mutant is buggy because 'Float.MIN_VALUE' does not equal 0,1.7192E+12,1.7192E+12,0,0,2,2,yes,0/0/2
126,441,1,SUBMITTED,yes,"The nextFloat() method receives two arguments in both code snippets. The second argument is same for both, however, the first argument is different and this will impact the output value that gets returned.",1.71918E+12,1.71918E+12,0,0,2,2,yes,0/0/2
126,447,1,SUBMITTED,yes,"The key difference lies in the  value assigned to sampleSize in both code snippets.
In code snippet 1, sampleSize <= 0 and in code snippet 2, sampleSize < 0. 
Hence the range of values that satisfy the condition in snippet 1 will slightly differ from that in snippet 2.",1.71919E+12,1.71919E+12,0,0,2,2,yes,0/0/2
14,447,1,SUBMITTED,yes,"when samplesize == 0, code should throw an error, mutant returns object",1.71883E+12,1.71883E+12,0,0,2,2,yes,0/0/2
116,448,8,SUBMITTED,yes,"the mutant code is changing the value of ""isSingular"", this can introduce bugs if the method is expected to return the actual value of ""isSingular""",1.71864E+12,1.71864E+12,0,0,2,2,yes,0/0/2
17,448,1,SUBMITTED,yes,Changes code logic,1.71881E+12,1.71881E+12,0,0,2,2,yes,0/0/2
14,451,2,SUBMITTED,yes,secondary and temp are not same,1.71914E+12,1.71914E+12,0,0,3,3,yes,0/0/3
97,451,1,SUBMITTED,yes,they both dont work the same because 'temp' is null all the time ,1.71898E+12,1.71898E+12,0,0,3,3,yes,0/0/3
63,451,3,SUBMITTED,yes,"The original code method returns the double array variable ""secondary"". The mutant always returns null, therefore it is buggy for the cases in which the array is not null.",1.71909E+12,1.71909E+12,0,0,3,3,yes,0/0/3
11,455,3,SUBMITTED,yes,Changing the order of the method arguments will change the output of the method and also might cause error,1.71922E+12,1.71923E+12,0,0,2,2,yes,0/0/2
127,455,5,SUBMITTED,yes,"“theTa”, ""oneMinusThetaH"", and ""theta"" are three different variables, so changing their positions as function inputs will likely end up with different return results. So, the mutant is a bug",1.71904E+12,1.71905E+12,0,0,2,2,yes,0/0/2
17,472,1,SUBMITTED,yes,Mutant changes code logic,1.71921E+12,1.71921E+12,0,0,2,2,yes,0/0/2
97,472,2,SUBMITTED,yes,the mutant cant be right because it does not return the same number,1.71941E+12,1.71941E+12,0,0,2,2,yes,0/0/2
66,473,4,SUBMITTED,yes,index is completely changed from e to e-1,1.71896E+12,1.71896E+12,0,0,3,3,yes,0/0/3
17,473,1,SUBMITTED,yes,Changes output of function,1.71891E+12,1.71891E+12,0,0,3,3,yes,0/0/3
126,473,1,SUBMITTED,yes,"There's difference in output as
Code snippet 1 returns the element at index e in the pow10 array while
Code snippet 2 returns the element at index e-1 in the pow10 array.",1.71897E+12,1.71897E+12,0,0,3,3,yes,0/0/3
97,474,2,SUBMITTED,yes,they both test different things,1.71909E+12,1.71909E+12,0,0,2,2,yes,0/0/2
14,474,1,SUBMITTED,yes,& and | changes result,1.71888E+12,1.71888E+12,0,0,2,2,yes,0/0/2
116,477,15,SUBMITTED,yes,"The mutant code does not return the current value and instead always returns a new, empty Object",1.71937E+12,1.71937E+12,0,0,2,2,yes,0/0/2
23,477,2,SUBMITTED,yes,"According to function name, it should return _current value. Hence its a buggy code",1.71919E+12,1.71919E+12,0,0,2,2,yes,0/0/2
116,492,15,SUBMITTED,maybe,"It is not clear, negating _allowJDKTypeCtors could introduce a bug if its original value is crucial for the correct behavior of the ConstructorDetector object",1.71926E+12,1.71926E+12,1,0,2,3,yes,1/0/2
14,492,1,SUBMITTED,yes,"value of _allowJDKTypeCtors is changed during object construction, it will change the objcet",1.71914E+12,1.71914E+12,1,0,2,3,yes,1/0/2
126,492,1,SUBMITTED,yes,"The key difference is in the argument _allowJDKTypeCtors. 
In code snippet 1, it is simply _allowJDKTypeCtors
In code snippet 2, it is !_allowJDKTypeCtors which is the negation of _allowJDKTypeCtors.
Basically if _allowJDKTypeCtors is true then !_allowJDKTypeCtors will be false and vice versa.",1.71919E+12,1.71919E+12,1,0,2,3,yes,1/0/2
97,494,1,SUBMITTED,yes,the mutant only applies '_mapper.disable' to the first insdex,1.71894E+12,1.71894E+12,0,0,2,2,yes,0/0/2
113,494,1,SUBMITTED,yes,outputs will be different,1.7193E+12,1.7193E+12,0,0,2,2,yes,0/0/2
123,495,5,SUBMITTED,yes,Changing the parameter from type to null may cause some behavioral changes in the mutant code,1.71915E+12,1.71915E+12,0,0,2,2,yes,0/0/2
125,495,7,SUBMITTED,yes,You are getting the BeanDescription for a certain JavaType on the left whereas on the right you are getting the BeanDescription for null which would not return the same thing since could is a JavaType and the other is a null which are not the same thing.,1.71832E+12,1.71843E+12,0,0,2,2,yes,0/0/2
11,509,1,SUBMITTED,yes,The mutant changed the != to == ,1.71923E+12,1.71923E+12,0,0,3,3,yes,0/0/3
17,509,1,SUBMITTED,yes,Changes function logic,1.71891E+12,1.71891E+12,0,0,3,3,yes,0/0/3
127,509,1,SUBMITTED,yes,"The mutant has the exact opposite logic of the original code ""=="" vs ""!="", so the mutant is a bug.",1.71878E+12,1.71878E+12,0,0,3,3,yes,0/0/3
12,510,2,SUBMITTED,yes,Original code will return false when _fromBooleanCreator is null but mutant code will always return true,1.71896E+12,1.71896E+12,0,0,2,2,yes,0/0/2
97,510,2,SUBMITTED,yes,(_fromBooleanCreator != null) does not always evauvate to 'true',1.71916E+12,1.71916E+12,0,0,2,2,yes,0/0/2
120,515,1,SUBMITTED,yes,>= to >,1.71899E+12,1.71899E+12,0,0,2,2,yes,0/0/2
97,515,2,SUBMITTED,yes,the output is not the same when 'index' = 'types.length',1.71894E+12,1.71895E+12,0,0,2,2,yes,0/0/2
125,520,2,SUBMITTED,no,defaultState || defaultState will always be defaultState. Adding the || will not change the functionality and is redundant. ,1.71926E+12,1.71926E+12,0,2,0,2,no,0/2/0
11,520,1,SUBMITTED,no,x || x is equivalent to x,1.71931E+12,1.71931E+12,0,2,0,2,no,0/2/0
126,528,1,SUBMITTED,no,"Both code snippets checks two exact conditions with the AND logical operator but does so in different order.  Ultimately, A AND B = B AND A. Same situation applies to both code snippets.
",1.71917E+12,1.71917E+12,0,3,0,3,no,0/3/0
123,528,3,SUBMITTED,no,The code retains the same functionality,1.7191E+12,1.7191E+12,0,3,0,3,no,0/3/0
97,528,1,SUBMITTED,no,they are just written in different order,1.71886E+12,1.71886E+12,0,3,0,3,no,0/3/0
14,529,1,SUBMITTED,yes,!= and > is not same,1.71839E+12,1.71839E+12,0,0,2,2,yes,0/0/2
17,529,1,SUBMITTED,yes,Mutant changes function logic,1.7194E+12,1.7194E+12,0,0,2,2,yes,0/0/2
123,531,10,SUBMITTED,no,"The code maintains its functionality, as the order of the primitive types in the map won't matter",1.7191E+12,1.7191E+12,0,2,0,2,no,0/2/0
17,531,1,SUBMITTED,no,"The mutant only moved codes around, without any significant changes",1.71919E+12,1.71919E+12,0,2,0,2,no,0/2/0
125,538,2,SUBMITTED,no,"Adding parentheses doesn't do anything since the compiler will simplify the code, and the mutant code will still have the same functionality as the original code.",1.7191E+12,1.7191E+12,0,2,0,2,no,0/2/0
97,538,1,SUBMITTED,no,in this case the order does not affect anything,1.71909E+12,1.71909E+12,0,2,0,2,no,0/2/0
17,541,1,SUBMITTED,no,Mutant expression is identical,1.71932E+12,1.71932E+12,0,2,1,3,no,0/2/1
11,541,3,SUBMITTED,no,The mutant code assign the result to the variable then return the variable value which is the same as returning the result  immediately,1.7193E+12,1.7193E+12,0,2,1,3,no,0/2/1
97,541,1,SUBMITTED,yes,the mutant does not return an int,1.71912E+12,1.71912E+12,0,2,1,3,no,0/2/1
127,544,1,SUBMITTED,no,"""&&(AND) True"" does not affect the result of any logic expression.",1.71907E+12,1.71907E+12,0,2,0,2,no,0/2/0
14,544,1,SUBMITTED,no,&& true is always equivalent,1.71898E+12,1.71898E+12,0,2,0,2,no,0/2/0
125,548,2,SUBMITTED,no,"The mutant code is styled better and much easier to reader than the original code. They have the same functionality. The only difference is the style of the code,.",1.71913E+12,1.71913E+12,0,2,0,2,no,0/2/0
126,548,1,SUBMITTED,no,Both code snippets are perfectly identical and hence will behave the same and produce same output. ,1.71919E+12,1.71919E+12,0,2,0,2,no,0/2/0
17,555,1,SUBMITTED,yes,Mutant changes code logic,1.7192E+12,1.7192E+12,0,0,2,2,yes,0/0/2
97,555,1,SUBMITTED,yes,returns wrong value,1.71912E+12,1.71912E+12,0,0,2,2,yes,0/0/2
97,568,1,SUBMITTED,yes,they both return different values,1.71909E+12,1.71909E+12,0,0,3,3,yes,0/0/3
126,568,1,SUBMITTED,yes,"Code snippet 1 simply returns the value of  MAX_YEAR while in code snippet 2, 1 is added to the value of return MAX_YEAR and the resulting outcome gets returned.  Code snippet 1 and 2 return different values.",1.71928E+12,1.71928E+12,0,0,3,3,yes,0/0/3
14,568,1,SUBMITTED,yes,+3 added to output,1.71884E+12,1.71884E+12,0,0,3,3,yes,0/0/3
11,569,2,SUBMITTED,yes,The mutant added + 1 that change the return value,1.7193E+12,1.7193E+12,0,0,2,2,yes,0/0/2
126,569,1,SUBMITTED,yes,"The difference lies in the division aspect in both code snippets. 
Code snippet 2 takes the result of the division and adds 1 to it making its output different from that of code snippet 1.",1.71917E+12,1.71917E+12,0,0,2,2,yes,0/0/2
131,572,5,SUBMITTED,yes,Adding 1 to the returning value would change the outcome of the code. ,1.71918E+12,1.71918E+12,0,0,2,2,yes,0/0/2
126,572,2,SUBMITTED,yes,"In code snippet 2, after the division with two, 1 is added to the result. This leads to difference in output for both code snippets.",1.71916E+12,1.71916E+12,0,0,2,2,yes,0/0/2
66,574,7,SUBMITTED,no,increases unnecessary complexity which does not change output,1.71896E+12,1.71896E+12,0,2,1,3,no,0/2/1
126,574,2,SUBMITTED,yes,"Code snippet 1:
private ISOChronology(Chronology base) {
    super(base, null);
}
All this does is call the supercass constructor having parameters base and null.

Code snippet 2:
Just like the code in snippet 1 except for the if conditional check introduced to check if the arguments in the superclass are the same and if so it exits the parent constructor.",1.71901E+12,1.71901E+12,0,2,1,3,no,0/2/1
97,574,3,SUBMITTED,no,they both work the same,1.71903E+12,1.71903E+12,0,2,1,3,no,0/2/1
14,577,2,SUBMITTED,yes,mutant returns wrong value ,1.71914E+12,1.71914E+12,0,0,3,3,yes,0/0/3
126,577,1,SUBMITTED,yes,"when we observe the mutant code to the right, the line of code in its code block adds on to getMillis() method the value of 1 which consequently leads to a difference in output for both codes on consideration.",1.71842E+12,1.71842E+12,0,0,3,3,yes,0/0/3
63,577,1,SUBMITTED,yes,"The mutant adds 1 to the value returned by getMillis(), thereby altering the result as compared to the original code.",1.71909E+12,1.71909E+12,0,0,3,3,yes,0/0/3
122,581,1,SUBMITTED,yes,"This is a clear bug, as it always adds a 1 to the value retrieved, instead of returning the actual value.",1.71927E+12,1.71927E+12,0,0,2,2,yes,0/0/2
125,581,1,SUBMITTED,yes,They return different things since the code on the right is always going to be bigger by one since they add one to the code on the right so its always different(getMaximumValue function is always going to be one less than the code on the right),1.71893E+12,1.71893E+12,0,0,2,2,yes,0/0/2
11,582,3,SUBMITTED,no,Will always return true but might print the inturpt error if the thread was intturpted,1.71917E+12,1.71917E+12,0,2,0,2,no,0/2/0
14,582,2,SUBMITTED,no,only slows down execution.,1.71916E+12,1.71916E+12,0,2,0,2,no,0/2/0
123,585,1,SUBMITTED,no,Mutant displays Same behavior,1.71849E+12,1.71849E+12,0,2,0,2,no,0/2/0
14,585,2,SUBMITTED,no,"""&& true"" does not affect e boolean expression",1.71822E+12,1.71822E+12,0,2,0,2,no,0/2/0
126,591,1,SUBMITTED,yes,The addition of condition depth > 0 in code snippet 2 to the right introduces a stricter requirement for the if statement to be true which when compared to code snippet 1 will have a difference in behavior and output.,1.71858E+12,1.71858E+12,0,0,3,3,yes,0/0/3
14,591,3,SUBMITTED,yes,value of depth can change the execution,1.71884E+12,1.71884E+12,0,0,3,3,yes,0/0/3
120,591,5,SUBMITTED,yes,"new condition added, changes value",1.71856E+12,1.71856E+12,0,0,3,3,yes,0/0/3
11,596,3,SUBMITTED,yes,In the mutant if the expression (size() > index) was false it will return null while main code returns new Elements() object,1.71916E+12,1.71916E+12,0,0,2,2,yes,0/0/2
17,596,1,SUBMITTED,yes,Constructor should not return null,1.71933E+12,1.71933E+12,0,0,2,2,yes,0/0/2
17,598,1,SUBMITTED,yes,Changes function logic,1.71933E+12,1.71934E+12,0,0,2,2,yes,0/0/2
126,598,1,SUBMITTED,yes,"What is being returned in code snippet I.e element.elementSiblingIndex()+1; is different from that which is returned in code snippet 2 I.e element.siblingIndex()+1;
",1.71918E+12,1.71919E+12,0,0,2,2,yes,0/0/2
97,600,5,SUBMITTED,yes,It is buggy because they both have different outputs,1.71878E+12,1.71881E+12,0,0,2,2,yes,0/0/2
11,600,6,SUBMITTED,yes,The mutant just append the value in the accum,1.71931E+12,1.71931E+12,0,0,2,2,yes,0/0/2
97,606,2,SUBMITTED,yes,different values are entered so different output anr eoutputed,1.71895E+12,1.71895E+12,0,0,2,2,yes,0/0/2
11,606,3,SUBMITTED,yes,changing the arguments to !doEncode will change the code,1.71931E+12,1.71931E+12,0,0,2,2,yes,0/0/2
132,608,6,SUBMITTED,no,"It works the same ,since its written in the class discription that <input. However, an Object array that contains a {@code null} element may throw an exception.>so having a null in the array is not really acceptable , therefor when the original condition results True , AND True would stay True ",1.71923E+12,1.71923E+12,0,3,0,3,no,0/3/0
125,608,30,SUBMITTED,no,"Both sides will return the same thing; it is just that the code on the right where they added (objectToFind != null) is an extra check. When objectToFind is null, they both return false on both sides.",1.71843E+12,1.71875E+12,0,3,0,3,no,0/3/0
17,608,2,SUBMITTED,no,The expressions are equivalent,1.71919E+12,1.71919E+12,0,3,0,3,no,0/3/0
126,611,2,SUBMITTED,yes,"Code snippet 2:
Firstly,  calls Objects.equals(chain.comparatorChain, comparatorChain), but does nothing with the result.
Secondly, it returns the result of Objects.equals(orderingBits, chain.orderingBits)
Code snippet 1:
It does AND logical operator on the two Objects.equals methods and returns the result.",1.71901E+12,1.71901E+12,0,0,3,3,yes,0/0/3
97,611,1,SUBMITTED,yes,"Objects.equals(chain.comparatorChain, comparatorChain); is not checked for in the second mutant",1.71908E+12,1.71908E+12,0,0,3,3,yes,0/0/3
53,611,8,SUBMITTED,yes,"In the first snippet, for the funtion to return true, both Objects.equals(orderingBits, chain.orderingBits) and Objects.equals(comparatorChain, chain.comparatorChain) need to be true, while in the second snippet (mutant), only Objects.equals(orderingBits, chain.orderingBits) needs to be true",1.71924E+12,1.71924E+12,0,0,3,3,yes,0/0/3
11,616,1,SUBMITTED,no,Same functionality but changed the order of the conditions,1.719E+12,1.719E+12,0,2,0,2,no,0/2/0
97,616,1,SUBMITTED,no,both work the same,1.71942E+12,1.71942E+12,0,2,0,2,no,0/2/0
105,620,5,SUBMITTED,no,"The MultiMapUtils class's mutant version of the isEmpty method adds a small syntactic modification that has no effect on the method's functionality. The method in the original class returns the value after determining whether the supplied MultiValuedMap is null or empty.
Although it is declared and initialized to 1, an extra integer variable called i is not utilized in any part of the procedure in the mutant version.
This modification adds an unnecessary local variable, I, which has no bearing on the method's logic or result. There is no change to the main functionality, which is to determine whether the map is null or empty.",1.71875E+12,1.71875E+12,0,3,0,3,no,0/3/0
97,620,2,SUBMITTED,no,'i' does not affect the mutant because its a local variable and is not used anywhere,1.71908E+12,1.71908E+12,0,3,0,3,no,0/3/0
11,620,1,SUBMITTED,no,The line int i = 1;doesnt affect the code,1.71916E+12,1.71917E+12,0,3,0,3,no,0/3/0
23,627,7,SUBMITTED,no,"The removed condition is not included in the logic, as the comment does not indicate that removals should affect whether there is a previous object. Hence the mutant is not buggy. ",1.71903E+12,1.71903E+12,0,1,2,3,yes,0/1/2
14,627,1,SUBMITTED,yes,&& and || are not equivalent,1.71847E+12,1.71847E+12,0,1,2,3,yes,0/1/2
127,627,1,SUBMITTED,yes,"The mutant changes ""AND"" to ""OR"" without changing any other expression. So, it is a bug.",1.71878E+12,1.71879E+12,0,1,2,3,yes,0/1/2
97,628,2,SUBMITTED,no,This is not buggy because bot check for null values and don't work as intended when 'entry' is null,1.71859E+12,1.71859E+12,0,2,0,2,no,0/2/0
123,628,12,SUBMITTED,no,"In terms of behavior, it doesnt change as both snippets throw a null pointer exception if entry is null. The requirenonnull allows the code to detect the exception early and fail fast, which in this context wont make much difference",1.71918E+12,1.71918E+12,0,2,0,2,no,0/2/0
14,631,2,SUBMITTED,yes,size comparison in the last line will give wrong result for the mutant,1.71923E+12,1.71923E+12,0,0,2,2,yes,0/0/2
11,631,2,SUBMITTED,yes,The mutant sets the variable sizeBefore to size()-1 while main set it by size() so the return values differ,1.71917E+12,1.71917E+12,0,0,2,2,yes,0/0/2
125,633,16,SUBMITTED,yes,"If the object is null, it will not validate the object but will add the index and object within the mutant code. In the original code, it would validate the object and then add the index and object if the object was null as well, which behaves differently from the mutant code.",1.71926E+12,1.7193E+12,0,0,2,2,yes,0/0/2
122,633,2,SUBMITTED,yes,"The proposed modification should cause a problem, as the decorated list must not contain any null entries as mentioned in the code comments/specifications. The change adds the null entries to the list as well, hence it is buggy. ",1.71927E+12,1.71927E+12,0,0,2,2,yes,0/0/2
52,635,1,SUBMITTED,no,"The code will do the same function and return the same results, there is an addition to the local variable but this will not cause a problem.",1.71934E+12,1.71934E+12,0,2,0,2,no,0/2/0
14,635,1,SUBMITTED,no,same code,1.71916E+12,1.71916E+12,0,2,0,2,no,0/2/0
120,638,3,SUBMITTED,yes,changes return value,1.71864E+12,1.71865E+12,0,0,2,2,yes,0/0/2
125,638,10,SUBMITTED,yes,"The code is buggy because the code on the left would return 0 if key == null and value == null, while if key == null and value == null, then it would return 1, which returns two different things.",1.71901E+12,1.71904E+12,0,0,2,2,yes,0/0/2
97,643,1,SUBMITTED,yes,"the mutant is buggy because, while return breaks out of a while loop, it does not enter the the loop with the same requirements",1.71883E+12,1.71883E+12,0,0,2,2,yes,0/0/2
14,643,3,SUBMITTED,yes,if containsKey(key) is true mutant returns EmptyIterator.<V>emptyIterator() instead of new ValuesIterator(key) and vice versa,1.71914E+12,1.71914E+12,0,0,2,2,yes,0/0/2
126,646,2,SUBMITTED,yes,"Code snippet 1:
It calls the validate(object) method directly and if this method returns can error,  the offer method will not execute.
Code snippet 2:
The validate method is called inside of a try catch block to handle exceptions if any which allows for execution of the offer method regardless.",1.71901E+12,1.71901E+12,1,0,2,3,yes,1/0/2
106,646,10,SUBMITTED,maybe,"the mutant does a try catch with allows the exception to be felt with without crashing the code, but the original and the mutant do the same thing besides the catching of the exception ",1.7192E+12,1.7192E+12,1,0,2,3,yes,1/0/2
17,646,2,SUBMITTED,yes,Function should be allowed to throw exception,1.7194E+12,1.7194E+12,1,0,2,3,yes,1/0/2
11,652,3,SUBMITTED,yes,"The mutant neglect the validation of the object and focus on the parameter count and this condition if(count < 1) {
    return false;
    }
 might change the output of the method ",1.71917E+12,1.71917E+12,0,0,2,2,yes,0/0/2
125,652,5,SUBMITTED,yes,"The code on the left is going to return true or false depending on the validity of the object, while the code on the right checks the validity of the count, which are different, and depending on the parameters, there are going to be different outputs from the two bodies of code.",1.71893E+12,1.71893E+12,0,0,2,2,yes,0/0/2
17,659,1,SUBMITTED,no,Mutant will give the same output,1.7194E+12,1.7194E+12,0,3,0,3,no,0/3/0
14,659,1,SUBMITTED,no,Single line in original is broken into two equivalent line in mutant,1.7182E+12,1.7182E+12,0,3,0,3,no,0/3/0
125,659,4,SUBMITTED,no,"The mutant code returns the same thing, except it sets the return statement to a variable first and returns that variable, which makes the mutant code redundant compared to the original code, but they have the same behavior.",1.7192E+12,1.7192E+12,0,3,0,3,no,0/3/0
105,661,5,SUBMITTED,no,"A ternary operator is used in the original getLength function to determine whether baseValue is null. It returns 1 if baseValue is null; otherwise, it returns the length of baseValue that ValueUtils was able to retrieve.getLength using baseValue. This succinct strategy guarantees that, depending on whether baseValue is present or not, the method swiftly ascertains the length.

To do the same check, the if-else statement is used in place of the ternary operator in the mutant version. It yields 1 if baseValue is null. If not, ValueUtils is used to return baseValue's length.getLength using baseValue.

Both versions carry out the same checks and give the same results.",1.71909E+12,1.71909E+12,0,2,0,2,no,0/2/0
132,661,1,SUBMITTED,no,"its the same logic written in a different syntax , both of them return the same values",1.71906E+12,1.71906E+12,0,2,0,2,no,0/2/0
125,666,7,SUBMITTED,yes,"If dynamicPropertyHandlerClass is null, then the code on the left is going to return false, and then the code on the right is going to return true, so both sides of the code return different things.",1.71887E+12,1.71887E+12,0,0,2,2,yes,0/0/2
17,666,1,SUBMITTED,yes,Mutation makes the function always return true irrespective of dynamicPropertyHandlerClass's value,1.71932E+12,1.71933E+12,0,0,2,2,yes,0/0/2
14,667,1,SUBMITTED,yes,compare > 0 and compare < 0 does not give identical results.,1.71812E+12,1.71812E+12,0,0,2,2,yes,0/0/2
63,667,1,SUBMITTED,yes,The mutant (less than 0) is the complete opposite of the original code's functionality (greater than 0).,1.71896E+12,1.71896E+12,0,0,2,2,yes,0/0/2
131,673,5,SUBMITTED,yes,"In the mutant code, removing the i++ from the loop causes an infinite loop because the variable i is never incremented. As a result, the condition i < steps.length will always be true. ",1.71933E+12,1.71934E+12,0,0,2,2,yes,0/0/2
11,673,2,SUBMITTED,yes,The mutant will create infinite loop  as the value of i is not increamented and will always return true for the condition,1.71915E+12,1.71915E+12,0,0,2,2,yes,0/0/2
